,v1_name,v1_affect,v2_name,v2_affect,condition
23,d:/optilab/synchrony/data/videoACCEDE07439.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE00616.mp4,lowV_lowA,diff_name_diff_affect
24,d:/optilab/synchrony/data/videoACCEDE04537.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE03922.mp4,highV_highA,same_affect_diff_name
25,d:/optilab/synchrony/data/videoACCEDE06148.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE06148.mp4,highV_highA,same_name_same_affect
26,d:/optilab/synchrony/data/videoACCEDE01218.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE01774.mp4,highV_lowA,diff_name_diff_affect
27,d:/optilab/synchrony/data/videoACCEDE01210.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE00537.mp4,highV_lowA,diff_name_diff_affect
28,d:/optilab/synchrony/data/videoACCEDE02734.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE04136.mp4,highV_lowA,diff_name_diff_affect
29,d:/optilab/synchrony/data/videoACCEDE07140.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE07140.mp4,highV_highA,same_name_same_affect
30,d:/optilab/synchrony/data/videoACCEDE00880.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE00880.mp4,highV_highA,same_name_same_affect
31,d:/optilab/synchrony/data/videoACCEDE05984.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE04753.mp4,lowV_lowA,diff_name_diff_affect
32,d:/optilab/synchrony/data/videoACCEDE01188.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE06715.mp4,highV_highA,same_affect_diff_name
33,d:/optilab/synchrony/data/videoACCEDE07442.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE07442.mp4,highV_highA,same_name_same_affect
34,d:/optilab/synchrony/data/videoACCEDE01220.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE03639.mp4,highV_highA,same_affect_diff_name
35,d:/optilab/synchrony/data/videoACCEDE00107.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE00107.mp4,highV_highA,same_name_same_affect
36,d:/optilab/synchrony/data/videoACCEDE01208.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE01208.mp4,highV_highA,same_name_same_affect
37,d:/optilab/synchrony/data/videoACCEDE03639.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE03639.mp4,highV_highA,same_name_same_affect
38,d:/optilab/synchrony/data/videoACCEDE04975.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE02126.mp4,highV_highA,same_affect_diff_name
39,d:/optilab/synchrony/data/videoACCEDE06710.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE07807.mp4,highV_lowA,diff_name_diff_affect
40,d:/optilab/synchrony/data/videoACCEDE01558.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE08193.mp4,highV_lowA,diff_name_diff_affect
41,d:/optilab/synchrony/data/videoACCEDE02702.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE04799.mp4,lowV_lowA,diff_name_diff_affect
42,d:/optilab/synchrony/data/videoACCEDE07901.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE05856.mp4,lowV_highA,diff_name_diff_affect
43,d:/optilab/synchrony/data/videoACCEDE00694.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE09031.mp4,highV_lowA,diff_name_diff_affect
44,d:/optilab/synchrony/data/videoACCEDE07406.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE02822.mp4,lowV_highA,diff_name_diff_affect
45,d:/optilab/synchrony/data/videoACCEDE01978.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE01978.mp4,highV_highA,same_name_same_affect
46,d:/optilab/synchrony/data/videoACCEDE04283.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE03250.mp4,highV_highA,same_affect_diff_name
47,d:/optilab/synchrony/data/videoACCEDE02057.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE02057.mp4,highV_highA,same_name_same_affect
48,d:/optilab/synchrony/data/videoACCEDE00866.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE03615.mp4,lowV_highA,diff_name_diff_affect
49,d:/optilab/synchrony/data/videoACCEDE08392.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE07174.mp4,highV_highA,same_affect_diff_name
50,d:/optilab/synchrony/data/videoACCEDE07097.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE07414.mp4,highV_highA,same_affect_diff_name
51,d:/optilab/synchrony/data/videoACCEDE07903.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE02554.mp4,lowV_highA,diff_name_diff_affect
52,d:/optilab/synchrony/data/videoACCEDE05442.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE05442.mp4,highV_highA,same_name_same_affect
53,d:/optilab/synchrony/data/videoACCEDE03898.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE03898.mp4,highV_highA,same_name_same_affect
54,d:/optilab/synchrony/data/videoACCEDE09446.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE00715.mp4,highV_highA,same_affect_diff_name
55,d:/optilab/synchrony/data/videoACCEDE00718.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE00751.mp4,highV_highA,same_affect_diff_name
56,d:/optilab/synchrony/data/videoACCEDE08021.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE08021.mp4,highV_highA,same_name_same_affect
57,d:/optilab/synchrony/data/videoACCEDE03250.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE03250.mp4,highV_highA,same_name_same_affect
58,d:/optilab/synchrony/data/videoACCEDE01094.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE03215.mp4,lowV_highA,diff_name_diff_affect
59,d:/optilab/synchrony/data/videoACCEDE07029.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE07501.mp4,highV_highA,same_affect_diff_name
60,d:/optilab/synchrony/data/videoACCEDE01687.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE09251.mp4,highV_highA,same_affect_diff_name
61,d:/optilab/synchrony/data/videoACCEDE06655.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE06655.mp4,highV_highA,same_name_same_affect
62,d:/optilab/synchrony/data/videoACCEDE03909.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE03909.mp4,highV_highA,same_name_same_affect
63,d:/optilab/synchrony/data/videoACCEDE00204.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE02927.mp4,lowV_highA,diff_name_diff_affect
64,d:/optilab/synchrony/data/videoACCEDE07288.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE00387.mp4,highV_lowA,diff_name_diff_affect
65,d:/optilab/synchrony/data/videoACCEDE06642.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE06642.mp4,highV_highA,same_name_same_affect
66,d:/optilab/synchrony/data/videoACCEDE09409.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE04807.mp4,lowV_lowA,diff_name_diff_affect
67,d:/optilab/synchrony/data/videoACCEDE03370.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE00644.mp4,lowV_lowA,diff_name_diff_affect
68,d:/optilab/synchrony/data/videoACCEDE06814.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE03643.mp4,highV_highA,same_affect_diff_name
69,d:/optilab/synchrony/data/videoACCEDE09160.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE09160.mp4,highV_highA,same_name_same_affect
70,d:/optilab/synchrony/data/videoACCEDE08805.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE04316.mp4,highV_lowA,diff_name_diff_affect
71,d:/optilab/synchrony/data/videoACCEDE03928.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE03928.mp4,highV_highA,same_name_same_affect
72,d:/optilab/synchrony/data/videoACCEDE00661.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE05226.mp4,highV_highA,same_affect_diff_name
73,d:/optilab/synchrony/data/videoACCEDE07101.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE07101.mp4,highV_highA,same_name_same_affect
74,d:/optilab/synchrony/data/videoACCEDE02763.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE04687.mp4,highV_highA,same_affect_diff_name
75,d:/optilab/synchrony/data/videoACCEDE07132.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE07029.mp4,highV_highA,same_affect_diff_name
76,d:/optilab/synchrony/data/videoACCEDE08799.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE08799.mp4,highV_highA,same_name_same_affect
77,d:/optilab/synchrony/data/videoACCEDE01861.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE06751.mp4,highV_highA,same_affect_diff_name
78,d:/optilab/synchrony/data/videoACCEDE03922.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE05448.mp4,highV_highA,same_affect_diff_name
79,d:/optilab/synchrony/data/videoACCEDE01102.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE01102.mp4,highV_highA,same_name_same_affect
80,d:/optilab/synchrony/data/videoACCEDE01588.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE07770.mp4,lowV_highA,diff_name_diff_affect
81,d:/optilab/synchrony/data/videoACCEDE01804.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE01804.mp4,highV_highA,same_name_same_affect
82,d:/optilab/synchrony/data/videoACCEDE00354.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE00354.mp4,highV_highA,same_name_same_affect
83,d:/optilab/synchrony/data/videoACCEDE04535.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE04535.mp4,highV_highA,same_name_same_affect
84,d:/optilab/synchrony/data/videoACCEDE04002.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE09540.mp4,lowV_lowA,diff_name_diff_affect
85,d:/optilab/synchrony/data/videoACCEDE08856.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE00939.mp4,lowV_highA,diff_name_diff_affect
86,d:/optilab/synchrony/data/videoACCEDE04847.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE04847.mp4,highV_highA,same_name_same_affect
87,d:/optilab/synchrony/data/videoACCEDE00210.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE01228.mp4,lowV_highA,diff_name_diff_affect
88,d:/optilab/synchrony/data/videoACCEDE01854.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE07855.mp4,lowV_highA,diff_name_diff_affect
89,d:/optilab/synchrony/data/videoACCEDE06645.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE08877.mp4,highV_highA,same_affect_diff_name
90,d:/optilab/synchrony/data/videoACCEDE07272.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE04243.mp4,highV_lowA,diff_name_diff_affect
91,d:/optilab/synchrony/data/videoACCEDE03751.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE01822.mp4,highV_lowA,diff_name_diff_affect
92,d:/optilab/synchrony/data/videoACCEDE05578.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE05578.mp4,highV_highA,same_name_same_affect
93,d:/optilab/synchrony/data/videoACCEDE02643.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE07865.mp4,lowV_lowA,diff_name_diff_affect
94,d:/optilab/synchrony/data/videoACCEDE07042.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE02735.mp4,highV_lowA,diff_name_diff_affect
95,d:/optilab/synchrony/data/videoACCEDE08204.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE04975.mp4,highV_highA,same_affect_diff_name
96,d:/optilab/synchrony/data/videoACCEDE02737.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE02737.mp4,highV_highA,same_name_same_affect
97,d:/optilab/synchrony/data/videoACCEDE08429.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE08429.mp4,highV_highA,same_name_same_affect
98,d:/optilab/synchrony/data/videoACCEDE06716.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE07272.mp4,highV_highA,same_affect_diff_name
99,d:/optilab/synchrony/data/videoACCEDE04310.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE02643.mp4,highV_highA,same_affect_diff_name
100,d:/optilab/synchrony/data/videoACCEDE00230.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE01363.mp4,highV_lowA,diff_name_diff_affect
101,d:/optilab/synchrony/data/videoACCEDE09530.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE09530.mp4,highV_highA,same_name_same_affect
102,d:/optilab/synchrony/data/videoACCEDE07091.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE04862.mp4,lowV_highA,diff_name_diff_affect
103,d:/optilab/synchrony/data/videoACCEDE09229.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE09229.mp4,highV_highA,same_name_same_affect
104,d:/optilab/synchrony/data/videoACCEDE09022.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE09022.mp4,highV_highA,same_name_same_affect
105,d:/optilab/synchrony/data/videoACCEDE07501.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE07903.mp4,highV_highA,same_affect_diff_name
106,d:/optilab/synchrony/data/videoACCEDE03307.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE08349.mp4,lowV_highA,diff_name_diff_affect
107,d:/optilab/synchrony/data/videoACCEDE09251.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE09251.mp4,highV_highA,same_name_same_affect
108,d:/optilab/synchrony/data/videoACCEDE00388.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE00386.mp4,highV_lowA,diff_name_diff_affect
109,d:/optilab/synchrony/data/videoACCEDE04990.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE01081.mp4,highV_highA,same_affect_diff_name
110,d:/optilab/synchrony/data/videoACCEDE02817.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE07359.mp4,lowV_lowA,diff_name_diff_affect
111,d:/optilab/synchrony/data/videoACCEDE02126.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE09750.mp4,highV_lowA,diff_name_diff_affect
112,d:/optilab/synchrony/data/videoACCEDE05486.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE05486.mp4,highV_highA,same_name_same_affect
113,d:/optilab/synchrony/data/videoACCEDE06715.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE06715.mp4,highV_highA,same_name_same_affect
114,d:/optilab/synchrony/data/videoACCEDE05629.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE05629.mp4,highV_highA,same_name_same_affect
115,d:/optilab/synchrony/data/videoACCEDE08877.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE07274.mp4,highV_highA,same_affect_diff_name
116,d:/optilab/synchrony/data/videoACCEDE08486.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE08486.mp4,highV_highA,same_name_same_affect
117,d:/optilab/synchrony/data/videoACCEDE06509.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE07288.mp4,highV_highA,same_affect_diff_name
118,d:/optilab/synchrony/data/videoACCEDE02247.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE02247.mp4,highV_highA,same_name_same_affect
119,d:/optilab/synchrony/data/videoACCEDE06625.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE06625.mp4,highV_highA,same_name_same_affect
120,d:/optilab/synchrony/data/videoACCEDE00557.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE02029.mp4,highV_highA,same_affect_diff_name
121,d:/optilab/synchrony/data/videoACCEDE08887.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE08887.mp4,highV_highA,same_name_same_affect
122,d:/optilab/synchrony/data/videoACCEDE03403.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE07904.mp4,highV_lowA,diff_name_diff_affect
123,d:/optilab/synchrony/data/videoACCEDE00751.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE07070.mp4,highV_highA,same_affect_diff_name
124,d:/optilab/synchrony/data/videoACCEDE06742.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE09265.mp4,highV_highA,same_affect_diff_name
125,d:/optilab/synchrony/data/videoACCEDE05226.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE05226.mp4,highV_highA,same_name_same_affect
126,d:/optilab/synchrony/data/videoACCEDE00106.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE08582.mp4,highV_lowA,diff_name_diff_affect
127,d:/optilab/synchrony/data/videoACCEDE05451.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE05451.mp4,highV_highA,same_name_same_affect
128,d:/optilab/synchrony/data/videoACCEDE04882.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE02734.mp4,highV_highA,same_affect_diff_name
129,d:/optilab/synchrony/data/videoACCEDE00951.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE02469.mp4,lowV_lowA,diff_name_diff_affect
130,d:/optilab/synchrony/data/videoACCEDE07117.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE03949.mp4,highV_lowA,diff_name_diff_affect
131,d:/optilab/synchrony/data/videoACCEDE07325.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE09668.mp4,lowV_highA,diff_name_diff_affect
132,d:/optilab/synchrony/data/videoACCEDE06709.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE04488.mp4,highV_highA,same_affect_diff_name
133,d:/optilab/synchrony/data/videoACCEDE09265.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE09414.mp4,highV_highA,same_affect_diff_name
134,d:/optilab/synchrony/data/videoACCEDE04964.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE04964.mp4,highV_highA,same_name_same_affect
135,d:/optilab/synchrony/data/videoACCEDE07080.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE07922.mp4,highV_highA,same_affect_diff_name
136,d:/optilab/synchrony/data/videoACCEDE07922.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE07922.mp4,highV_highA,same_name_same_affect
137,d:/optilab/synchrony/data/videoACCEDE01998.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE06838.mp4,lowV_lowA,diff_name_diff_affect
138,d:/optilab/synchrony/data/videoACCEDE05017.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE05017.mp4,highV_highA,same_name_same_affect
139,d:/optilab/synchrony/data/videoACCEDE00659.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE08204.mp4,highV_highA,same_affect_diff_name
140,d:/optilab/synchrony/data/videoACCEDE00715.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE00715.mp4,highV_highA,same_name_same_affect
141,d:/optilab/synchrony/data/videoACCEDE06522.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE03268.mp4,lowV_lowA,diff_name_diff_affect
142,d:/optilab/synchrony/data/videoACCEDE00685.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE06716.mp4,highV_highA,same_affect_diff_name
143,d:/optilab/synchrony/data/videoACCEDE01668.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE01668.mp4,highV_highA,same_name_same_affect
144,d:/optilab/synchrony/data/videoACCEDE01373.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE04397.mp4,highV_highA,same_affect_diff_name
145,d:/optilab/synchrony/data/videoACCEDE04321.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE00415.mp4,lowV_highA,diff_name_diff_affect
146,d:/optilab/synchrony/data/videoACCEDE06661.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE00204.mp4,highV_highA,same_affect_diff_name
147,d:/optilab/synchrony/data/videoACCEDE00496.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE04065.mp4,highV_lowA,diff_name_diff_affect
148,d:/optilab/synchrony/data/videoACCEDE01081.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE01588.mp4,highV_highA,same_affect_diff_name
149,d:/optilab/synchrony/data/videoACCEDE07070.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE07516.mp4,highV_highA,same_affect_diff_name
150,d:/optilab/synchrony/data/videoACCEDE00357.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE00357.mp4,highV_highA,same_name_same_affect
151,d:/optilab/synchrony/data/videoACCEDE07314.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE04336.mp4,highV_highA,same_affect_diff_name
152,d:/optilab/synchrony/data/videoACCEDE05448.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE05448.mp4,highV_highA,same_name_same_affect
153,d:/optilab/synchrony/data/videoACCEDE04395.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE04395.mp4,highV_highA,same_name_same_affect
154,d:/optilab/synchrony/data/videoACCEDE00750.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE00861.mp4,highV_highA,same_affect_diff_name
155,d:/optilab/synchrony/data/videoACCEDE07516.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE07516.mp4,highV_highA,same_name_same_affect
156,d:/optilab/synchrony/data/videoACCEDE08012.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE00025.mp4,lowV_highA,diff_name_diff_affect
157,d:/optilab/synchrony/data/videoACCEDE04382.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE04845.mp4,lowV_lowA,diff_name_diff_affect
158,d:/optilab/synchrony/data/videoACCEDE05469.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE08680.mp4,highV_highA,same_affect_diff_name
159,d:/optilab/synchrony/data/videoACCEDE06665.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE06665.mp4,highV_highA,same_name_same_affect
160,d:/optilab/synchrony/data/videoACCEDE08375.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE08375.mp4,highV_highA,same_name_same_affect
161,d:/optilab/synchrony/data/videoACCEDE04488.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE04882.mp4,highV_highA,same_affect_diff_name
162,d:/optilab/synchrony/data/videoACCEDE04935.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE07252.mp4,highV_highA,same_affect_diff_name
163,d:/optilab/synchrony/data/videoACCEDE04336.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE04336.mp4,highV_highA,same_name_same_affect
164,d:/optilab/synchrony/data/videoACCEDE09414.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE06710.mp4,highV_highA,same_affect_diff_name
165,d:/optilab/synchrony/data/videoACCEDE01214.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE09604.mp4,highV_lowA,diff_name_diff_affect
166,d:/optilab/synchrony/data/videoACCEDE04285.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE02448.mp4,lowV_highA,diff_name_diff_affect
167,d:/optilab/synchrony/data/videoACCEDE00861.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE06709.mp4,highV_highA,same_affect_diff_name
168,d:/optilab/synchrony/data/videoACCEDE02397.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE02397.mp4,highV_highA,same_name_same_affect
169,d:/optilab/synchrony/data/videoACCEDE06711.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE00811.mp4,highV_highA,same_affect_diff_name
170,d:/optilab/synchrony/data/videoACCEDE02165.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE01551.mp4,highV_lowA,diff_name_diff_affect
171,d:/optilab/synchrony/data/videoACCEDE09107.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE04935.mp4,highV_highA,same_affect_diff_name
172,d:/optilab/synchrony/data/videoACCEDE08798.mp4,highV_highA,d:/optilab/synchrony/data/videoACCEDE02621.mp4,highV_lowA,diff_name_diff_affect
