,name,valenceValue_rounded,arousalValue_rounded,path,affect
494,ACCEDE04200,1.52,4.39,d:/optilab/synchrony/data/videoACCEDE04200.mp4,lowV_highA
495,ACCEDE02993,1.41,4.39,d:/optilab/synchrony/data/videoACCEDE02993.mp4,lowV_highA
496,ACCEDE04364,1.37,4.39,d:/optilab/synchrony/data/videoACCEDE04364.mp4,lowV_highA
497,ACCEDE06868,1.41,4.38,d:/optilab/synchrony/data/videoACCEDE06868.mp4,lowV_highA
498,ACCEDE04344,1.44,4.38,d:/optilab/synchrony/data/videoACCEDE04344.mp4,lowV_highA
499,ACCEDE07781,1.39,4.38,d:/optilab/synchrony/data/videoACCEDE07781.mp4,lowV_highA
500,ACCEDE09674,1.51,4.38,d:/optilab/synchrony/data/videoACCEDE09674.mp4,lowV_highA
501,ACCEDE02534,1.62,4.38,d:/optilab/synchrony/data/videoACCEDE02534.mp4,lowV_highA
502,ACCEDE07773,1.34,4.38,d:/optilab/synchrony/data/videoACCEDE07773.mp4,lowV_highA
503,ACCEDE07755,1.49,4.38,d:/optilab/synchrony/data/videoACCEDE07755.mp4,lowV_highA
504,ACCEDE02765,1.52,4.38,d:/optilab/synchrony/data/videoACCEDE02765.mp4,lowV_highA
505,ACCEDE02111,1.38,4.38,d:/optilab/synchrony/data/videoACCEDE02111.mp4,lowV_highA
506,ACCEDE02600,1.34,4.37,d:/optilab/synchrony/data/videoACCEDE02600.mp4,lowV_highA
507,ACCEDE02095,1.61,4.37,d:/optilab/synchrony/data/videoACCEDE02095.mp4,lowV_highA
508,ACCEDE02518,1.34,4.37,d:/optilab/synchrony/data/videoACCEDE02518.mp4,lowV_highA
509,ACCEDE04380,1.34,4.37,d:/optilab/synchrony/data/videoACCEDE04380.mp4,lowV_highA
510,ACCEDE00575,1.57,4.36,d:/optilab/synchrony/data/videoACCEDE00575.mp4,lowV_highA
511,ACCEDE01945,1.56,4.36,d:/optilab/synchrony/data/videoACCEDE01945.mp4,lowV_highA
512,ACCEDE06548,1.46,4.36,d:/optilab/synchrony/data/videoACCEDE06548.mp4,lowV_highA
513,ACCEDE07223,1.45,4.36,d:/optilab/synchrony/data/videoACCEDE07223.mp4,lowV_highA
514,ACCEDE03438,1.37,4.35,d:/optilab/synchrony/data/videoACCEDE03438.mp4,lowV_highA
515,ACCEDE02708,1.4,4.35,d:/optilab/synchrony/data/videoACCEDE02708.mp4,lowV_highA
516,ACCEDE01272,1.53,4.35,d:/optilab/synchrony/data/videoACCEDE01272.mp4,lowV_highA
517,ACCEDE01287,1.43,4.34,d:/optilab/synchrony/data/videoACCEDE01287.mp4,lowV_highA
518,ACCEDE00792,1.53,4.34,d:/optilab/synchrony/data/videoACCEDE00792.mp4,lowV_highA
519,ACCEDE03431,1.42,4.34,d:/optilab/synchrony/data/videoACCEDE03431.mp4,lowV_highA
520,ACCEDE03647,1.43,4.34,d:/optilab/synchrony/data/videoACCEDE03647.mp4,lowV_highA
521,ACCEDE01039,1.37,4.33,d:/optilab/synchrony/data/videoACCEDE01039.mp4,lowV_highA
522,ACCEDE02108,1.42,4.33,d:/optilab/synchrony/data/videoACCEDE02108.mp4,lowV_highA
523,ACCEDE03747,1.62,4.33,d:/optilab/synchrony/data/videoACCEDE03747.mp4,lowV_highA
524,ACCEDE07697,1.58,4.33,d:/optilab/synchrony/data/videoACCEDE07697.mp4,lowV_highA
525,ACCEDE08325,1.54,4.32,d:/optilab/synchrony/data/videoACCEDE08325.mp4,lowV_highA
526,ACCEDE06280,1.61,4.32,d:/optilab/synchrony/data/videoACCEDE06280.mp4,lowV_highA
527,ACCEDE07674,1.48,4.31,d:/optilab/synchrony/data/videoACCEDE07674.mp4,lowV_highA
528,ACCEDE04844,1.58,4.31,d:/optilab/synchrony/data/videoACCEDE04844.mp4,lowV_highA
529,ACCEDE06281,1.46,4.31,d:/optilab/synchrony/data/videoACCEDE06281.mp4,lowV_highA
530,ACCEDE00574,1.4,4.3,d:/optilab/synchrony/data/videoACCEDE00574.mp4,lowV_highA
531,ACCEDE02822,1.59,4.3,d:/optilab/synchrony/data/videoACCEDE02822.mp4,lowV_highA
532,ACCEDE07730,1.4,4.29,d:/optilab/synchrony/data/videoACCEDE07730.mp4,lowV_highA
533,ACCEDE06974,1.52,4.29,d:/optilab/synchrony/data/videoACCEDE06974.mp4,lowV_highA
534,ACCEDE07890,1.52,4.29,d:/optilab/synchrony/data/videoACCEDE07890.mp4,lowV_highA
535,ACCEDE00452,1.4,4.28,d:/optilab/synchrony/data/videoACCEDE00452.mp4,lowV_highA
536,ACCEDE01401,1.64,4.28,d:/optilab/synchrony/data/videoACCEDE01401.mp4,lowV_highA
537,ACCEDE08653,1.59,4.27,d:/optilab/synchrony/data/videoACCEDE08653.mp4,lowV_highA
538,ACCEDE08649,1.54,4.27,d:/optilab/synchrony/data/videoACCEDE08649.mp4,lowV_highA
539,ACCEDE08977,1.55,4.26,d:/optilab/synchrony/data/videoACCEDE08977.mp4,lowV_highA
540,ACCEDE07456,1.37,4.25,d:/optilab/synchrony/data/videoACCEDE07456.mp4,lowV_highA
541,ACCEDE03215,1.53,4.25,d:/optilab/synchrony/data/videoACCEDE03215.mp4,lowV_highA
542,ACCEDE05605,1.39,4.25,d:/optilab/synchrony/data/videoACCEDE05605.mp4,lowV_highA
543,ACCEDE04885,1.6,4.25,d:/optilab/synchrony/data/videoACCEDE04885.mp4,lowV_highA
544,ACCEDE03034,1.41,4.24,d:/optilab/synchrony/data/videoACCEDE03034.mp4,lowV_highA
545,ACCEDE02142,1.53,4.24,d:/optilab/synchrony/data/videoACCEDE02142.mp4,lowV_highA
546,ACCEDE08333,1.35,4.24,d:/optilab/synchrony/data/videoACCEDE08333.mp4,lowV_highA
547,ACCEDE01984,1.42,4.23,d:/optilab/synchrony/data/videoACCEDE01984.mp4,lowV_highA
548,ACCEDE05856,1.61,4.23,d:/optilab/synchrony/data/videoACCEDE05856.mp4,lowV_highA
549,ACCEDE01389,1.55,4.22,d:/optilab/synchrony/data/videoACCEDE01389.mp4,lowV_highA
550,ACCEDE01238,1.48,4.21,d:/optilab/synchrony/data/videoACCEDE01238.mp4,lowV_highA
551,ACCEDE02532,1.63,4.21,d:/optilab/synchrony/data/videoACCEDE02532.mp4,lowV_highA
552,ACCEDE07329,1.63,4.21,d:/optilab/synchrony/data/videoACCEDE07329.mp4,lowV_highA
553,ACCEDE02514,1.48,4.21,d:/optilab/synchrony/data/videoACCEDE02514.mp4,lowV_highA
554,ACCEDE00972,1.45,4.21,d:/optilab/synchrony/data/videoACCEDE00972.mp4,lowV_highA
555,ACCEDE09450,1.39,4.21,d:/optilab/synchrony/data/videoACCEDE09450.mp4,lowV_highA
556,ACCEDE01947,1.39,4.21,d:/optilab/synchrony/data/videoACCEDE01947.mp4,lowV_highA
557,ACCEDE08089,1.46,4.2,d:/optilab/synchrony/data/videoACCEDE08089.mp4,lowV_highA
558,ACCEDE09668,1.36,4.2,d:/optilab/synchrony/data/videoACCEDE09668.mp4,lowV_highA
559,ACCEDE06038,1.57,4.2,d:/optilab/synchrony/data/videoACCEDE06038.mp4,lowV_highA
560,ACCEDE07769,1.63,4.2,d:/optilab/synchrony/data/videoACCEDE07769.mp4,lowV_highA
561,ACCEDE06301,1.41,4.2,d:/optilab/synchrony/data/videoACCEDE06301.mp4,lowV_highA
562,ACCEDE03430,1.51,4.19,d:/optilab/synchrony/data/videoACCEDE03430.mp4,lowV_highA
563,ACCEDE00989,1.54,4.19,d:/optilab/synchrony/data/videoACCEDE00989.mp4,lowV_highA
564,ACCEDE02104,1.51,4.19,d:/optilab/synchrony/data/videoACCEDE02104.mp4,lowV_highA
565,ACCEDE07855,1.47,4.19,d:/optilab/synchrony/data/videoACCEDE07855.mp4,lowV_highA
566,ACCEDE02434,1.45,4.18,d:/optilab/synchrony/data/videoACCEDE02434.mp4,lowV_highA
567,ACCEDE07748,1.51,4.17,d:/optilab/synchrony/data/videoACCEDE07748.mp4,lowV_highA
568,ACCEDE02092,1.34,4.17,d:/optilab/synchrony/data/videoACCEDE02092.mp4,lowV_highA
569,ACCEDE05514,1.33,4.17,d:/optilab/synchrony/data/videoACCEDE05514.mp4,lowV_highA
570,ACCEDE04852,1.35,4.17,d:/optilab/synchrony/data/videoACCEDE04852.mp4,lowV_highA
571,ACCEDE07741,1.46,4.17,d:/optilab/synchrony/data/videoACCEDE07741.mp4,lowV_highA
572,ACCEDE06549,1.35,4.17,d:/optilab/synchrony/data/videoACCEDE06549.mp4,lowV_highA
573,ACCEDE06039,1.4,4.17,d:/optilab/synchrony/data/videoACCEDE06039.mp4,lowV_highA
574,ACCEDE09693,1.6,4.17,d:/optilab/synchrony/data/videoACCEDE09693.mp4,lowV_highA
575,ACCEDE02591,1.57,4.17,d:/optilab/synchrony/data/videoACCEDE02591.mp4,lowV_highA
576,ACCEDE00662,1.48,4.16,d:/optilab/synchrony/data/videoACCEDE00662.mp4,lowV_highA
577,ACCEDE01292,1.38,4.16,d:/optilab/synchrony/data/videoACCEDE01292.mp4,lowV_highA
578,ACCEDE02599,1.49,4.16,d:/optilab/synchrony/data/videoACCEDE02599.mp4,lowV_highA
579,ACCEDE00873,1.54,4.16,d:/optilab/synchrony/data/videoACCEDE00873.mp4,lowV_highA
580,ACCEDE02546,1.6,4.16,d:/optilab/synchrony/data/videoACCEDE02546.mp4,lowV_highA
581,ACCEDE02487,1.6,4.15,d:/optilab/synchrony/data/videoACCEDE02487.mp4,lowV_highA
582,ACCEDE04043,1.48,4.15,d:/optilab/synchrony/data/videoACCEDE04043.mp4,lowV_highA
583,ACCEDE02456,1.53,4.14,d:/optilab/synchrony/data/videoACCEDE02456.mp4,lowV_highA
584,ACCEDE01656,1.51,4.14,d:/optilab/synchrony/data/videoACCEDE01656.mp4,lowV_highA
585,ACCEDE07813,1.59,4.14,d:/optilab/synchrony/data/videoACCEDE07813.mp4,lowV_highA
586,ACCEDE01965,1.52,4.14,d:/optilab/synchrony/data/videoACCEDE01965.mp4,lowV_highA
587,ACCEDE03615,1.63,4.13,d:/optilab/synchrony/data/videoACCEDE03615.mp4,lowV_highA
588,ACCEDE01275,1.38,4.13,d:/optilab/synchrony/data/videoACCEDE01275.mp4,lowV_highA
589,ACCEDE00449,1.65,4.12,d:/optilab/synchrony/data/videoACCEDE00449.mp4,lowV_highA
590,ACCEDE03019,1.53,4.12,d:/optilab/synchrony/data/videoACCEDE03019.mp4,lowV_highA
591,ACCEDE01242,1.57,4.11,d:/optilab/synchrony/data/videoACCEDE01242.mp4,lowV_highA
592,ACCEDE08148,1.64,4.11,d:/optilab/synchrony/data/videoACCEDE08148.mp4,lowV_highA
593,ACCEDE05710,1.59,4.11,d:/optilab/synchrony/data/videoACCEDE05710.mp4,lowV_highA
594,ACCEDE03380,1.65,4.1,d:/optilab/synchrony/data/videoACCEDE03380.mp4,lowV_highA
595,ACCEDE07757,1.36,4.09,d:/optilab/synchrony/data/videoACCEDE07757.mp4,lowV_highA
596,ACCEDE07143,1.38,4.09,d:/optilab/synchrony/data/videoACCEDE07143.mp4,lowV_highA
597,ACCEDE02545,1.51,4.09,d:/optilab/synchrony/data/videoACCEDE02545.mp4,lowV_highA
598,ACCEDE02442,1.47,4.09,d:/optilab/synchrony/data/videoACCEDE02442.mp4,lowV_highA
599,ACCEDE02882,1.38,4.09,d:/optilab/synchrony/data/videoACCEDE02882.mp4,lowV_highA
600,ACCEDE07186,1.55,1.32,d:/optilab/synchrony/data/videoACCEDE07186.mp4,lowV_lowA
601,ACCEDE04069,1.63,1.32,d:/optilab/synchrony/data/videoACCEDE04069.mp4,lowV_lowA
602,ACCEDE04857,1.56,1.33,d:/optilab/synchrony/data/videoACCEDE04857.mp4,lowV_lowA
603,ACCEDE05120,1.63,1.33,d:/optilab/synchrony/data/videoACCEDE05120.mp4,lowV_lowA
604,ACCEDE01789,1.5,1.33,d:/optilab/synchrony/data/videoACCEDE01789.mp4,lowV_lowA
605,ACCEDE03464,1.41,1.33,d:/optilab/synchrony/data/videoACCEDE03464.mp4,lowV_lowA
606,ACCEDE05922,1.67,1.33,d:/optilab/synchrony/data/videoACCEDE05922.mp4,lowV_lowA
607,ACCEDE03255,1.6,1.34,d:/optilab/synchrony/data/videoACCEDE03255.mp4,lowV_lowA
608,ACCEDE04323,1.39,1.34,d:/optilab/synchrony/data/videoACCEDE04323.mp4,lowV_lowA
609,ACCEDE04807,1.6,1.34,d:/optilab/synchrony/data/videoACCEDE04807.mp4,lowV_lowA
610,ACCEDE05353,1.56,1.35,d:/optilab/synchrony/data/videoACCEDE05353.mp4,lowV_lowA
611,ACCEDE06574,1.65,1.35,d:/optilab/synchrony/data/videoACCEDE06574.mp4,lowV_lowA
612,ACCEDE02469,1.43,1.35,d:/optilab/synchrony/data/videoACCEDE02469.mp4,lowV_lowA
613,ACCEDE04277,1.67,1.36,d:/optilab/synchrony/data/videoACCEDE04277.mp4,lowV_lowA
614,ACCEDE03618,1.54,1.36,d:/optilab/synchrony/data/videoACCEDE03618.mp4,lowV_lowA
615,ACCEDE04141,1.48,1.37,d:/optilab/synchrony/data/videoACCEDE04141.mp4,lowV_lowA
616,ACCEDE06902,1.56,1.37,d:/optilab/synchrony/data/videoACCEDE06902.mp4,lowV_lowA
617,ACCEDE00035,1.55,1.37,d:/optilab/synchrony/data/videoACCEDE00035.mp4,lowV_lowA
618,ACCEDE06690,1.35,1.37,d:/optilab/synchrony/data/videoACCEDE06690.mp4,lowV_lowA
619,ACCEDE05297,1.56,1.37,d:/optilab/synchrony/data/videoACCEDE05297.mp4,lowV_lowA
620,ACCEDE05186,1.49,1.37,d:/optilab/synchrony/data/videoACCEDE05186.mp4,lowV_lowA
621,ACCEDE06629,1.67,1.38,d:/optilab/synchrony/data/videoACCEDE06629.mp4,lowV_lowA
622,ACCEDE03300,1.41,1.38,d:/optilab/synchrony/data/videoACCEDE03300.mp4,lowV_lowA
623,ACCEDE02570,1.53,1.38,d:/optilab/synchrony/data/videoACCEDE02570.mp4,lowV_lowA
624,ACCEDE05656,1.43,1.39,d:/optilab/synchrony/data/videoACCEDE05656.mp4,lowV_lowA
625,ACCEDE03102,1.56,1.39,d:/optilab/synchrony/data/videoACCEDE03102.mp4,lowV_lowA
626,ACCEDE02987,1.55,1.39,d:/optilab/synchrony/data/videoACCEDE02987.mp4,lowV_lowA
627,ACCEDE04383,1.43,1.39,d:/optilab/synchrony/data/videoACCEDE04383.mp4,lowV_lowA
628,ACCEDE05636,1.41,1.39,d:/optilab/synchrony/data/videoACCEDE05636.mp4,lowV_lowA
629,ACCEDE08861,1.5,1.39,d:/optilab/synchrony/data/videoACCEDE08861.mp4,lowV_lowA
630,ACCEDE04753,1.66,1.39,d:/optilab/synchrony/data/videoACCEDE04753.mp4,lowV_lowA
631,ACCEDE00854,1.63,1.4,d:/optilab/synchrony/data/videoACCEDE00854.mp4,lowV_lowA
632,ACCEDE07840,1.58,1.4,d:/optilab/synchrony/data/videoACCEDE07840.mp4,lowV_lowA
633,ACCEDE00513,1.48,1.4,d:/optilab/synchrony/data/videoACCEDE00513.mp4,lowV_lowA
634,ACCEDE00646,1.4,1.4,d:/optilab/synchrony/data/videoACCEDE00646.mp4,lowV_lowA
635,ACCEDE02433,1.4,1.4,d:/optilab/synchrony/data/videoACCEDE02433.mp4,lowV_lowA
636,ACCEDE04943,1.39,1.4,d:/optilab/synchrony/data/videoACCEDE04943.mp4,lowV_lowA
637,ACCEDE05347,1.53,1.4,d:/optilab/synchrony/data/videoACCEDE05347.mp4,lowV_lowA
638,ACCEDE04845,1.67,1.4,d:/optilab/synchrony/data/videoACCEDE04845.mp4,lowV_lowA
639,ACCEDE06029,1.63,1.4,d:/optilab/synchrony/data/videoACCEDE06029.mp4,lowV_lowA
640,ACCEDE07865,1.58,1.4,d:/optilab/synchrony/data/videoACCEDE07865.mp4,lowV_lowA
641,ACCEDE07144,1.4,1.41,d:/optilab/synchrony/data/videoACCEDE07144.mp4,lowV_lowA
642,ACCEDE02590,1.36,1.41,d:/optilab/synchrony/data/videoACCEDE02590.mp4,lowV_lowA
643,ACCEDE02561,1.65,1.41,d:/optilab/synchrony/data/videoACCEDE02561.mp4,lowV_lowA
644,ACCEDE01050,1.33,1.41,d:/optilab/synchrony/data/videoACCEDE01050.mp4,lowV_lowA
645,ACCEDE09540,1.5,1.41,d:/optilab/synchrony/data/videoACCEDE09540.mp4,lowV_lowA
646,ACCEDE05099,1.46,1.42,d:/optilab/synchrony/data/videoACCEDE05099.mp4,lowV_lowA
647,ACCEDE05967,1.43,1.44,d:/optilab/synchrony/data/videoACCEDE05967.mp4,lowV_lowA
648,ACCEDE03059,1.67,1.44,d:/optilab/synchrony/data/videoACCEDE03059.mp4,lowV_lowA
649,ACCEDE03268,1.62,1.44,d:/optilab/synchrony/data/videoACCEDE03268.mp4,lowV_lowA
650,ACCEDE08463,1.41,1.44,d:/optilab/synchrony/data/videoACCEDE08463.mp4,lowV_lowA
651,ACCEDE04134,1.43,1.44,d:/optilab/synchrony/data/videoACCEDE04134.mp4,lowV_lowA
652,ACCEDE00588,1.48,1.45,d:/optilab/synchrony/data/videoACCEDE00588.mp4,lowV_lowA
653,ACCEDE04913,1.55,1.45,d:/optilab/synchrony/data/videoACCEDE04913.mp4,lowV_lowA
654,ACCEDE02583,1.6,1.45,d:/optilab/synchrony/data/videoACCEDE02583.mp4,lowV_lowA
655,ACCEDE01920,1.68,1.45,d:/optilab/synchrony/data/videoACCEDE01920.mp4,lowV_lowA
656,ACCEDE06442,1.43,1.49,d:/optilab/synchrony/data/videoACCEDE06442.mp4,lowV_lowA
